,Mandatory FEMP Standby Power Requirement,Declared Standby Power,Product Category,Company Name - Brand Name,Model Name,Model Number,Additional Model Information,UNSPSC Code,ENAC Code,Wake on LAN (WOL) Status as Shipped (Workstations Only),Notes
34,Compliant,0 to 1 W,Computer - Thin Client,"Fujian Centerm Information Co., Ltd. - CENTERM",F510,F510,,43211506,LF,,
35,Compliant,0 to 1 W,Computer - Thin Client,Dell Inc. - DELL,N11D,Wyse 5070,,43211506,LF,,
36,Compliant,0 to 1 W,Computer - Thin Client,Dell Inc. - DELL,N12D,Wyse 5070 Ext,,43211506,LF,,
37,Compliant,0 to 1 W,Computer - Thin Client,HP Inc. - HP,TPC-I020-TC,HP t630 Thin Client,,43211506,LF,,
38,Compliant,0 to 1 W,Computer - Thin Client,"Fujian Centerm Information Co., Ltd. - CENTERM",D610,D610,,43211506,LF,,
39,Compliant,0 to 1 W,Computer - Thin Client,"Fujian Centerm Information Co., Ltd. - CENTERM",A610,A610,,43211506,LF,,
41,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Mini G4 Workstation ENERGY STAR,Z2 Mini G4,,43211515,LF,Shipped Enabled Under All Conditions,
43,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G5 Workstation ENERGY STAR,Z2 SFF G5,,43211515,LF,Shipped Enabled Under All Conditions,
47,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z4 G4 Workstation ENERGY STAR,Z4 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL Disable power: 1.5
48,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D11S,Precision 3430 SFF,"D11S,Precision 3431 SFF,",43211515,LF,Shipped Disabled,
49,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G5 Workstation ENERGY STAR,Z2 Tower G5,,43211515,LF,Shipped Enabled Under All Conditions,
50,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G4 Workstation ENERGY STAR,Z2 SFF G4,,43211515,LF,Shipped Enabled Under All Conditions,
51,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G4 Workstation ENERGY STAR,Z2 Tower G4,,43211515,LF,Shipped Enabled Under All Conditions,
52,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D15S,Precision 3440 SFF,,43211515,LF,Shipped Disabled,
53,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520,30BE00B7US,"ThinkStation P520,30BE00B8US,",43211515,LF,Shipped Enabled Under All Conditions,
54,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520c,30BX0095US,"ThinkStation P520c,30BX0096US,",43211515,LF,Shipped Enabled Under All Conditions,
57,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330 Tiny,30CE,",30CF, 30CG,",43211515,LF,Shipped Enabled Under All Conditions,
58,Compliant,0 to 1 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,Pro E500 G6 Series,Pro E500 G6,"Pro E500 G6 Series,WS720T,",43211515,LF,Shipped Enabled Under All Conditions,
59,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D10011US,",30D10012US, 30D10013US, 30D10014US, 30D10015US, 30D2S02X00, 30D2S01R00, 30D2S04U00, 30D2S0WU00, 30D2S0RD00, 30D2S1MY00, 30D10010AR, 30D10010CL, 30D10018AR, 30D10018CL, 30D1000PAR, 30D1000PLL, 30D1000PCL,",43211515,LF,Shipped Enabled Under All Conditions,
60,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D1000AUS,",30D1000BUS, 30D1000CUS, 30D1000DUS, 30D1000EUS, 30D1000FUS, 30D1000HUS, 30D1000JUS, 30D1000KUS, 30D1000LUS, 30D1000PUS, 30D1000QUS, 30D1000UUS, 30D1000VUS, 30D1000XUS, 30D10010US,",43211515,LF,Shipped Enabled Under All Conditions,
61,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D10029GE,",30D1002BGE, 30D1002NGE, 30D1001XGE, 30D10028GE, 30D10020GE, 30D10025GE, 30D1001VGE, 30D2000BJP, 30D2000CJP, 30D2S0WU00, 30D2S01R00, 30D10010LL, 30D10018LM, 30D10008US, 30D10009US,",43211515,LF,Shipped Enabled Under All Conditions,
62,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D1000GUS,",30D10018US, 30D10016US, 30D10017US, 30D1000RUS, 30D1000SUS, 30D1000WUS, 30D1000TUS, 30D1000YUS, 30D1001QGE, 30D1001RGE, 30D1001SGE, 30D1001TGE, 30D1001UGE, 30D10024GE, 30D10026GE,",43211515,LF,Shipped Enabled Under All Conditions,
64,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 5820 Tower,,43211515,LF,Shipped Disabled,
65,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 7820 Tower,,43211515,LF,Shipped Disabled,
66,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D04X,Precision 7920 Tower,,43211515,LF,Shipped Disabled,
67,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340,30DH,"ThinkStation P340,30DJ,; ThinkStation P340,30DM,",43211515,LF,Shipped Enabled Under All Conditions,
68,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340,30DK,"ThinkStation P340,30DL,; ThinkStation P340,30DN,",43211515,LF,Shipped Enabled Under All Conditions,
69,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340 Tiny,30DE,"ThinkStation P340 Tiny,30DF,; ThinkStation P340 Tiny,30DG,; ThinkStation P340 Tiny,30DR,; ThinkStation P340 Tiny,30DS,",43211515,LF,Shipped Enabled Under All Conditions,
70,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30C5,",30C6, 30C9, 30CY, 30D0, 30D3,",43211515,LF,Shipped Enabled Under All Conditions,
72,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A1991 / A2304,",A1991, A2304, Z0W3, Z0YZ,",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
73,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A1991 / A2304,",A1991, A2304, MTEK2, MX7M2,",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
75,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G4 Workstation ENERGY STAR,Z2 SFF G4,,43211515,LF,Shipped Enabled Under All Conditions,
76,Compliant,0 to 1 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E500 G5 SFF Series,E500 G5 SFF,"E500 G5 SFF Series,WS690 SFF,",43211515,LF,Shipped Disabled,
78,Compliant,0 to 1 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,ESC500 G4 Series,ESC500 G4,"ESC500 G4 Series,WS660T,",43211515,LF,Shipped Disabled,
83,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30C5,"ThinkStation P330,30C6,; ThinkStation P330,30C9,; ThinkStation P330,30CY,; ThinkStation P330,30D0,; ThinkStation P330,30D3,",43211515,LF,Shipped Enabled Under All Conditions,
85,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,"HP Z2 Mini G4 Workstation
ENERGY STAR",Z2 Mini G4,,43211515,LF,Shipped Enabled Under All Conditions,
86,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 7820 Tower,,43211515,LF,Shipped Disabled,
89,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520c,30BX0008US,"ThinkStation P520c,30BX0009US,",43211515,LF,Shipped Enabled Under All Conditions,
90,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520,30BE0008US,"ThinkStation P520,30BE0009US,",43211515,LF,Shipped Enabled Under All Conditions,
91,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330 Tiny,30CE,"ThinkStation P330 Tiny,30CF,; ThinkStation P330 Tiny,30CG,; ThinkStation P330 Tiny,30D5,; ThinkStation P330 Tiny,30D6,; ThinkStation P330 Tiny,30D7,; ThinkStation P330 Tiny,30D8,; ThinkStation P330 Tiny,30D9,",43211515,LF,Shipped Enabled Under All Conditions,
92,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30C7,"ThinkStation P330,30C8,; ThinkStation P330,30CA,; ThinkStation P330,30D1,; ThinkStation P330,30D2,; ThinkStation P330,30D4,",43211515,LF,Shipped Enabled Under All Conditions,
93,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,"HP Z2 Tower G4 Workstation
ENERGY STAR",Z2 Tower G4,,43211515,LF,Shipped Enabled Under All Conditions,
97,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D04X,Precision 7920 Tower,,43211515,LF,Shipped Disabled,
98,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 5820 Tower,,43211515,LF,Shipped Disabled,
99,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P320,30BJ,"ThinkStation P320,30BK,; ThinkStation P320,30BS,",43211515,LF,Shipped Enabled Under All Conditions,
100,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P320,30BG,"ThinkStation P320,30BH,; ThinkStation P320,30BR,; ThinkStation P320,30BT,; ThinkStation P320,30BW,",43211515,LF,Shipped Enabled Under All Conditions,
101,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z840 Workstation ENERGY STAR,Z840,,43211515,LF,Shipped Enabled Under All Conditions,
102,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z440 Workstation ENERGY STAR,Z440,,43211515,LF,Shipped Enabled Under All Conditions,
103,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z640 Workstation ENERGY STAR,Z640,,43211515,LF,Shipped Enabled Under All Conditions,
104,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D01T,Dell Precision Tower 5810,,43211515,LF,Shipped Disabled,
24,Non-compliant,1.1 to 2 W,Computer - Thin Client,Fujitsu Technology Solutions GmbH - Fujitsu,FUTRO S740,FUTRO S740,",FUTRO S540,",43211506,LF,,
55,Non-compliant,1.1 to 2 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P920,30BC003WUS,"ThinkStation P920,30BC003XUS,",43211515,LF,Shipped Enabled Under All Conditions,
56,Non-compliant,1.1 to 2 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P720,30BA00EQUS,"ThinkStation P720,30BA00ERUS,",43211515,LF,Shipped Enabled Under All Conditions,
74,Non-compliant,1.1 to 2 W,Computer - Workstation,SMARTEC S.A.S. - PCSMART,WKGOBINXE19-Series,WKGOBINXE19-A,"WKGOBINXE19-Series,WKGOBINXE19-B,; WKGOBINXE19-Series,WKGOBINXE19-C,; WKGOBINXE19-Series,WKGOBINXE19-D,; WKGOBINXE19-Series,WKGOBINXE19-E,; WKGOBINXE19-Series,WKGOBINXE19-F,; WKGOBINXE19-Series,WKGOBINXE19-G,; WKGOBINXE19-Series,WKGOBINXE19-H,; WKGOBINXE19-Series,WKGOBINXE19-I,; WKGOBINXE19-Series,WKGOBINXE19-J,; WKGOBINXE19-Series,WKGOBINXE19-K,",43211515,LF,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,
77,Non-compliant,1.1 to 2 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,ESC500 G4 SFF Series,ESC500 G4 SFF,"ESC500 G4 SFF Series,ESC510 G4 SFF,; ESC500 G4 SFF Series,WS660 SFF,; ESC500 G4 SFF Series,WS670 SFF,",43211515,LF,Shipped Disabled,
81,Non-compliant,1.1 to 2 W,Computer - Workstation,Transource Computers - Transource,SCORCH,SCO-950-X,,43211515,LF,Shipped Enabled Under All Conditions,
94,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z4 G4 Workstation ENERGY STAR,Z4 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL Disable power: 1.5
40,Non-compliant,2.1 to 3 W,Computer - Thin Client,IGEL Technology GmbH - IGEL,IGEL-TC215B,IGEL-TC215B,,43211506,LF,,
44,Non-compliant,2.1 to 3 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E500 G5 Series,E500 G5,"E500 G5 Series,WS690T,",43211515,LF,Shipped Disabled,
79,Non-compliant,2.1 to 3 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E500 G5 Series,E500 G5,"E500 G5 Series,WS690T,",43211515,LF,Shipped Disabled,
84,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z240 SFF Workstation ENERGY STAR,HP Z240 SFF Workstation,,43211515,LF,Shipped Enabled Under All Conditions,WOL disabled standby power: 2.1
88,Non-compliant,2.1 to 3 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P720,30BA00CEUS,"ThinkStation P720,30BA00CFUS,; ThinkStation P720,30BBS0M700,",43211515,LF,Shipped Enabled Under All Conditions,
42,Non-compliant,3.1 W or greater,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E900 G4 Series,E900 G4,,43211515,LF,Shipped Enabled Under All Conditions,
45,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z6 G4 Workstation ENERGY STAR,Z6 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL Disable power: 3.8
46,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z8 G4 Workstation ENERGY STAR,Z8 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL Disable power: 5.7
63,Non-compliant,3.1 W or greater,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,ESC700 G4 Series,ESC700 G4,"ESC700 G4 Series,E700 G4,; ESC700 G4 Series,E700GX G4 SE,; ESC700 G4 Series,E700X G4,; ESC700 G4 Series,ESC700X G4 SE,; ESC700 G4 Series,ESC700X G4,; ESC700 G4 Series,WS880T,; ESC700 G4 Series,WS880TX SE,; ESC700 G4 Series,WS880TX,",43211515,LF,Shipped Disabled,
71,Non-compliant,3.1 W or greater,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,Pro E800 G4 Series,Pro E800 G4,,43211515,LF,Shipped Enabled Under All Conditions,
80,Non-compliant,3.1 W or greater,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E900 G4 Series,E900 G4,,43211515,LF,Shipped Enabled Under All Conditions,
82,Non-compliant,3.1 W or greater,Computer - Workstation,Dell Inc. - DELL,D02R,Precision 3930 Rack,,43211515,LF,Shipped Enabled Under All Conditions,
87,Non-compliant,3.1 W or greater,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P920,30BC001SUS,"ThinkStation P920,30BC001TUS,",43211515,LF,Shipped Enabled Under All Conditions,
95,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z8 G4 Workstation ENERGY STAR,Z8 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL Disable power: 5.7
96,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z6 G4 Workstation ENERGY STAR,Z6 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL Disable power: 3.8
