,Unnamed: 0,Mandatory FEMP Standby Power Requirement,Declared Standby Power,Product Category,Company Name - Brand Name,Model Name,Model Number,Additional Model Information,UNSPSC Code,ENAC Code,Wake on LAN (WOL) Status as Shipped (Workstations Only),Notes
21,24,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P93F,Precision 7560,,43211515,-,,
22,25,Compliant,0 to 1 W,Computer - Portable All-In-One Computer,DT Research Inc. - DT Research,582T,582T,,43211500,-,,
23,27,Compliant,0 to 1 W,Computer - Two-In-One Notebook,ASUSTeK Computer Inc. - ASUS,GZ301V Series,GZ301V,,43211503,-,,
24,28,Compliant,0 to 1 W,Computer - Two-In-One Notebook,ASUSTeK Computer Inc. - ASUS,T3304G Series,T3304G,,43211503,-,,
25,29,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,FZ-G2M******,FZ-G2M******,",FZ-G2G******,",43211503,-,,
26,30,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-335******,CF-335******,",CF-336******,; ,CF-337******,; ,CF-33U******,; ,CF-ALEPEMA10,; ,CF-ALEPEMA11,",43211503,-,,
27,31,Compliant,0 to 1 W,Computer - Two-In-One Notebook,ASUSTeK Computer Inc. - ASUS,UX9702A series,UX9702A,"UX9702A series,BX9702A,; UX9702A series,RX9702A,",43211503,-,,
28,32,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-33A******,CF-33A******,",CF-33B******,; ,CF-33C******,; ,CF-33U******,",43211503,-,,
29,33,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-20A******,CF-20A******,",CF-20B******,; ,CF-20C******,; ,CF-20D******,; ,CF-20E******,; ,CF-20F******,; ,CF-20G******,; ,CF-20H******,; ,CF-20HX515VM,",43211503,-,,
30,34,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Microsoft Corporation - Microsoft,"Surface Book 3 13""quot",1900,,43211503,-,,
31,35,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Microsoft Corporation - Microsoft,"Surface Book 3 15""quot",1899,,43211503,-,,
32,36,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-33G******,CF-33G******,",CF-331******,; ,CF-33J******,; ,CF-33K******,; ,CF-ALEPEMA9,; ,CF-ALEPEMAR,",43211503,-,,
33,37,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Lenovo Group Limited - Lenovo,Yoga Duet 7 13ITL6,Yoga Duet 7 13ITL6,"Yoga Duet 7 13ITL6-LTE,Yoga Duet 7 13ITL6-LTE,",43211503,-,,
34,38,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,FZ-G2C******,FZ-G2C******,",FZ-G2D******,",43211503,-,,
35,46,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A2786 / A2787,,43211515,LF,Shipped Enabled When Operating on Ac Power Only,
36,47,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A2786 / A2787,,43211515,LF,Shipped Enabled When Operating on Ac Power Only,
37,49,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P368,ThinkStation P368,,43211515,LF,Shipped Enabled Under All Conditions,
38,52,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P3 Tower,30GR,"ThinkStation P3 Tower,30GS,; ThinkStation P3 Tower,30GT,; ThinkStation P3 Tower,30GU,; ThinkStation P3 Tower,30GV,; ThinkStation P3 Tower,30GW,; ThinkStation P3 Tower,30GX,; ThinkStation P3 Tower,30GY,",43211515,LF,Shipped Enabled Under All Conditions,
39,55,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P3 Tiny,30H0,"ThinkStation P3 Tiny,30H1,; ThinkStation P3 Tiny,30H2,; ThinkStation P3 Tiny,30H3,; ThinkStation P3 Tiny,30H4,; ThinkStation P3 Tiny,30H5,; ThinkStation P3 Tiny,30H6,; ThinkStation P3 Tiny,30H7,",43211515,LF,Shipped Enabled Under All Conditions,
40,59,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D03T,Precision 5860 Tower,"D03T,Precision 5860 Tower TCO Certified,",43211515,LF,Shipped Disabled,
41,66,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D05X,Precision 7960 Tower,"D05X,Precision 7960 Tower TCO Certified,",43211515,LF,Shipped Disabled,
42,70,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D03T,Precision 7865 Tower,"D03T,Precision 7865 Tower TCO Certified,",43211515,LF,Shipped Disabled,
43,71,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P358 Tower,30GL,"ThinkStation P358 Tower,30GK,; ThinkStation P358 Tower,30GM,; ThinkStation P358 Tower,30GN,",43211515,LF,Shipped Enabled Under All Conditions,
44,73,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Mini G9 Workstation Desktop PC,FCW-I001DM-280,,43211515,LF,Shipped Enabled Under All Conditions,
45,74,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P360 Tiny,30FA,"ThinkStation P360 Tiny,30F8,; ThinkStation P360 Tiny,30F9,; ThinkStation P360 Tiny,30FB,; ThinkStation P360 Tiny,30FC,; ThinkStation P360 Tiny,30FD,; ThinkStation P360 Tiny,30FE,; ThinkStation P360 Tiny,30FF,; ThinkStation P360 Tiny,30FG,; ThinkStation P360 Tiny,30FH,; ThinkStation P360 Tiny,30FJ,; ThinkStation P360 Tiny,30FK,",43211515,LF,Shipped Enabled Under All Conditions,
46,75,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P360 Tower,30FM,"ThinkStation P360 Tower,30FN,; ThinkStation P360 Tower,30FQ,; ThinkStation P360 Tower,30FR,; ThinkStation P360 Tower,30FS,; ThinkStation P360 Tower,30FT,; ThinkStation P360 Tower,30FU,; ThinkStation P360 Tower,30FV,; ThinkStation P360 Tower,30FW,; ThinkStation P360 Tower,30FX,",43211515,LF,Shipped Enabled Under All Conditions,
47,76,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G9 Workstation Desktop PC ENERGY STAR,Z2 Tower G9 Workstation Desktop PC,,43211515,LF,Shipped Enabled Under All Conditions,
48,77,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G9 Workstation Desktop PC ENERGY STAR,Z2  SFF G9 Workstation Desktop PC,,43211515,LF,Shipped Enabled Under All Conditions,
49,78,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D16U,Precision 3260 Compact,,43211515,LF,Shipped Enabled Under All Conditions,
50,79,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 G8 Tower Workstation Desktop PC ENERGY STAR,Z2 G8 Tower,,43211515,LF,Shipped Enabled Under All Conditions,
51,80,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 G8 SFF Workstation Desktop PC ENERGY STAR,Z2 G8 SFF,,43211515,LF,Shipped Enabled Under All Conditions,
52,82,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D17S,Precision 3460 SFF,"D17S,Precision 3460 SFF TCO Certified,",43211515,LF,Shipped Enabled Under All Conditions,
53,83,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D30M,Precision 3660 Tower,"D30M,Precision 3660 Tower TCO Certified,",43211515,LF,Shipped Disabled,
54,84,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D15S,Precision 3440 SFF,,43211515,LF,Shipped Disabled,
55,87,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 5820 Tower,"D02T,Precision 5820 Tower TCO certified,",43211515,LF,Shipped Disabled,
56,88,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 7820 Tower,"D02T,Precision 7820 Tower TCO certified,",43211515,LF,Shipped Disabled,
57,89,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D04X,Precision 7920 Tower,"D04X,Precision 7920 Tower TCO certified,",43211515,LF,Shipped Disabled,
58,90,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520,30BE00B7US,"ThinkStation P520,30BE00B8US,",43211515,LF,Shipped Enabled Under All Conditions,
59,91,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520c,30BX0095US,"ThinkStation P520c,30BX0096US,",43211515,LF,Shipped Enabled Under All Conditions,
60,93,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330 Tiny,30CE,",30CF, 30CG,",43211515,LF,Shipped Enabled Under All Conditions,
61,94,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A1991 / A2304,",A1991, A2304, Z0W3, Z0YZ,",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
62,95,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A1991 / A2304,",A1991, A2304, MTEK2, MX7M2,",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
63,96,Compliant,0 to 1 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,Pro E500 G6 Series,Pro E500 G6,"Pro E500 G6 Series,WS720T,",43211515,LF,Shipped Enabled Under All Conditions,
64,97,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D10011US,",30D10012US, 30D10013US, 30D10014US, 30D10015US, 30D2S02X00, 30D2S01R00, 30D2S04U00, 30D2S0WU00, 30D2S0RD00, 30D2S1MY00, 30D10010AR, 30D10010CL, 30D10018AR, 30D10018CL, 30D1000PAR, 30D1000PLL, 30D1000PCL,",43211515,LF,Shipped Enabled Under All Conditions,
65,98,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D1000AUS,",30D1000BUS, 30D1000CUS, 30D1000DUS, 30D1000EUS, 30D1000FUS, 30D1000HUS, 30D1000JUS, 30D1000KUS, 30D1000LUS, 30D1000PUS, 30D1000QUS, 30D1000UUS, 30D1000VUS, 30D1000XUS, 30D10010US,",43211515,LF,Shipped Enabled Under All Conditions,
66,99,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D10029GE,",30D1002BGE, 30D1002NGE, 30D1001XGE, 30D10028GE, 30D10020GE, 30D10025GE, 30D1001VGE, 30D2000BJP, 30D2000CJP, 30D2S0WU00, 30D2S01R00, 30D10010LL, 30D10018LM, 30D10008US, 30D10009US,",43211515,LF,Shipped Enabled Under All Conditions,
67,100,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340,30DH,"ThinkStation P340,30DJ,; ThinkStation P340,30DM,",43211515,LF,Shipped Enabled Under All Conditions,
68,101,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340,30DK,"ThinkStation P340,30DL,; ThinkStation P340,30DN,",43211515,LF,Shipped Enabled Under All Conditions,
69,102,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340 Tiny,30DE,"ThinkStation P340 Tiny,30DF,; ThinkStation P340 Tiny,30DG,; ThinkStation P340 Tiny,30DR,; ThinkStation P340 Tiny,30DS,; ThinkStation P340 Tiny,30DT,; ThinkStation P340 Tiny,30DU,; ThinkStation P340 Tiny,30DV,; ThinkStation P340 Tiny,30DW,; ThinkStation P340 Tiny,30DX,",43211515,LF,Shipped Enabled Under All Conditions,
70,103,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30C5,",30C6, 30C9, 30CY, 30D0, 30D3,",43211515,LF,Shipped Enabled Under All Conditions,
71,104,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D1000GUS,",30D10018US, 30D10016US, 30D10017US, 30D1000RUS, 30D1000SUS, 30D1000WUS, 30D1000TUS, 30D1000YUS, 30D1001QGE, 30D1001RGE, 30D1001SGE, 30D1001TGE, 30D1001UGE, 30D10024GE, 30D10026GE,",43211515,LF,Shipped Enabled Under All Conditions,
72,105,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G5 Workstation ENERGY STAR,Z2 Tower G5,,43211515,LF,Shipped Enabled Under All Conditions,
73,106,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P348,30EQ,"ThinkStation P348,30ER,; ThinkStation P348,30ES,; ThinkStation P348,30ET,",43211515,LF,Shipped Enabled Under All Conditions,
74,107,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G4 Workstation ENERGY STAR,Z2 SFF G4,,43211515,LF,Shipped Enabled Under All Conditions,
75,108,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G4 Workstation ENERGY STAR,Z2 Tower G4,,43211515,LF,Shipped Enabled Under All Conditions,
76,109,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P350,3000000,"ThinkStation P350,30E6,",43211515,LF,Shipped Enabled Under All Conditions,
77,110,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P350,30000,"ThinkStation P350,30E4,",43211515,LF,Shipped Enabled Under All Conditions,
78,111,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P350 Tiny,30EF,"ThinkStation P350 Tiny,30EG,; ThinkStation P350 Tiny,30EH,; ThinkStation P350 Tiny,30EJ,; ThinkStation P350 Tiny,30EK,; ThinkStation P350 Tiny,30EL,",43211515,LF,Shipped Enabled Under All Conditions,
79,115,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z4 G4 Workstation ENERGY STAR,Z4 G4,,43211515,LF,Shipped Enabled Under All Conditions,
80,117,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G5 Workstation ENERGY STAR,Z2 SFF G5,,43211515,LF,Shipped Enabled Under All Conditions,
81,0,Non-compliant,1.1 to 2 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",27CQ6**I,27CQ6**I-**,",,*= 0-9, A-Z or blank",43211506,-,,
82,1,Non-compliant,1.1 to 2 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",24CQ6**I,24CQ6**I-**,",,*= 0-9, A-Z or blank",43211506,-,,
83,7,Non-compliant,1.1 to 2 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",24CN650W,24CN650W-**,",,""*""= 0-9, A-Z or blank",43211506,-,,
84,26,Non-compliant,1.1 to 2 W,Computer - Portable All-In-One Computer,DT Research Inc. - DT Research,504T,504T,,43211500,-,,
85,39,Non-compliant,1.1 to 2 W,Computer - Workstation,Hypertechnologie Ciara Inc. - CIARA,KRONOS 545-G****,KRONOS 545-G****,",,* Can be a A-Z, a-z, 0-9 or blank",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
86,56,Non-compliant,1.1 to 2 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P3 Ultra,30HA,"ThinkStation P3 Ultra,30H9,; ThinkStation P3 Ultra,30HB,; ThinkStation P3 Ultra,30HC,; ThinkStation P3 Ultra,30HD,; ThinkStation P3 Ultra,30HE,",43211515,LF,Shipped Enabled Under All Conditions,
87,68,Non-compliant,1.1 to 2 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E500 G9 Series,E500 G9,,43211515,LF,Shipped Enabled Under All Conditions,
88,72,Non-compliant,1.1 to 2 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P360 Ultra,30G1,"ThinkStation P360 Ultra,30FY,; ThinkStation P360 Ultra,30G0,; ThinkStation P360 Ultra,30G2,; ThinkStation P360 Ultra,30G3,; ThinkStation P360 Ultra,30G4,; ThinkStation P360 Ultra,30G5,; ThinkStation P360 Ultra,30G6,; ThinkStation P360 Ultra,30G7,; ThinkStation P360 Ultra,30G8,",43211515,LF,Shipped Enabled Under All Conditions,
89,81,Non-compliant,1.1 to 2 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,PRO E500 G7 Series,PRO E500 G7,,43211515,LF,Shipped Enabled Under All Conditions,
90,86,Non-compliant,1.1 to 2 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P720,30BA00EQUS,"ThinkStation P720,30BA00ERUS,",43211515,LF,Shipped Enabled Under All Conditions,
91,41,Non-compliant,2.1 to 3 W,Computer - Workstation,HP Inc. - HP,HP Z4 Rack G5 Workstation ENERGY STAR,Z4 Rack G5 Workstation,,43211515,LF,Shipped Enabled Under All Conditions,
92,50,Non-compliant,2.1 to 3 W,Computer - Workstation,HP Inc. - HP,HP Z8 Fury G5 Workstation ENERGY STAR,Z8 Fury G5 Workstation,",,HP Z8 Fury G5 Workstation, FCLSA-2204A, FCLSA-2204B",43211515,LF,Shipped Enabled Under All Conditions,
93,51,Non-compliant,2.1 to 3 W,Computer - Workstation,HP Inc. - HP,HP Z6 G5 Workstation ENERGY STAR,Z6 G5 Workstation,",,HP Z6 G5 Workstation, FCLSA-2202A, FCLSA-2202B",43211515,LF,Shipped Enabled Under All Conditions,
94,53,Non-compliant,2.1 to 3 W,Computer - Workstation,HP Inc. - HP,HP Z4 G5 Workstation ENERGY STAR,Z4 G5 Workstation,",,HP Z4 G5 Workstation, FCLSA-2201A, FCLSA-2201B, FCLSA-2201C",43211515,LF,Shipped Enabled Under All Conditions,
95,54,Non-compliant,2.1 to 3 W,Computer - Workstation,HP Inc. - HP,HP Z8 G5 Workstation ENERGY STAR,Z8 G5 Workstation,",,HP Z8 G5 Workstation, FCLSA-2203A, FCLSA-2203B",43211515,LF,Shipped Enabled Under All Conditions,
96,64,Non-compliant,2.1 to 3 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520c,30BX,"ThinkStation P520c,30BY,; ThinkStation P520c,30C0,",43211515,LF,Shipped Enabled Under All Conditions,
97,114,Non-compliant,2.1 to 3 W,Computer - Workstation,HP Inc. - HP,HP ZCentral 4R Workstation ENERGY STAR,ZCentral 4R,,43211515,LF,Shipped Enabled Under All Conditions,
98,118,Non-compliant,2.1 to 3 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E500 G5 Series,E500 G5,"E500 G5 Series,WS690T,",43211515,LF,Shipped Disabled,
99,40,Non-compliant,3.1 W or greater,Computer - Workstation,"Super Micro Computer, Inc. - Super Micro",SYS-531A-I,735D4-S12X13,,43211515,LF,Shipped Disabled,
100,42,Non-compliant,3.1 W or greater,Computer - Workstation,Transource Computers - Transource,SCORCH XTREME,Scorch-Xtreme,".,Scorch-Xtreme-****,",43211515,LF,Shipped Enabled Under All Conditions,
101,43,Non-compliant,3.1 W or greater,Computer - Workstation,Hypertechnologie Ciara Inc. - CIARA,KRONOS 540-G****,KRONOS 540-G****,",,* Can be a A-Z, a-z, 0-9 or blank",43211515,LF,Shipped Enabled Under All Conditions,
102,44,Non-compliant,3.1 W or greater,Computer - Workstation,"Ace Technology Partners, LLC - Ace",Ace Vision,LC-F3XS2,,43211515,LF,Shipped Disabled,
103,45,Non-compliant,3.1 W or greater,Computer - Workstation,"Ace Technology Partners, LLC - Ace",Ace Vision,LC-X3XS1,,43211515,LF,Shipped Disabled,
104,48,Non-compliant,3.1 W or greater,Computer - Workstation,Transource Computers - Transource,Thunderbird Extreme I,Tbird-X1,,43211515,LF,Shipped Enabled Under All Conditions,
105,57,Non-compliant,3.1 W or greater,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation PX,30EU,"ThinkStation PX,30EV,; ThinkStation PX,30EW,; ThinkStation PX,30EY,; ThinkStation PX,30F0,; ThinkStation PX,30F1,",43211515,LF,Shipped Disabled,
106,58,Non-compliant,3.1 W or greater,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P5,30G9,"ThinkStation P5,30GA,; ThinkStation P5,30GB,; ThinkStation P5,30GC,; ThinkStation P5,30GD,; ThinkStation P5,30GE,; ThinkStation P5,30GF,; ThinkStation P5,30GG,",43211515,LF,Shipped Disabled,
107,60,Non-compliant,3.1 W or greater,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P720,30BA,"ThinkStation P720,30BB,; ThinkStation P720,30BU,",43211515,LF,Shipped Enabled Under All Conditions,
108,61,Non-compliant,3.1 W or greater,Computer - Workstation,"Super Micro Computer, Inc. - Supermicro",AS -5014A-TT,AS -5014A-TT,"GS7A-20,GS7A-20,; GS7A-S20M12,GS7A-S20M12,",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
109,62,Non-compliant,3.1 W or greater,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P920,30BV,"ThinkStation P920,30BC,; ThinkStation P920,30BD,",43211515,LF,Shipped Enabled Under All Conditions,
110,63,Non-compliant,3.1 W or greater,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520,30DC,"ThinkStation P520,30BE,; ThinkStation P520,30BF,; ThinkStation P520,30BQ,",43211515,LF,Shipped Enabled Under All Conditions,
111,65,Non-compliant,3.1 W or greater,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P7,30F2,"ThinkStation P7,30F3,; ThinkStation P7,30F4,; ThinkStation P7,30F5,; ThinkStation P7,30F6,; ThinkStation P7,30F7,",43211515,LF,Shipped Disabled,
112,67,Non-compliant,3.1 W or greater,Computer - Workstation,Hypertechnologie Ciara Inc. - CIARA,Kronos 54#,Kronos 54#,,43211515,LF,,
113,69,Non-compliant,3.1 W or greater,Computer - Workstation,"Super Micro Computer, Inc. - Supermicro",workstation,5039A-I,,43211515,LF,,
114,85,Non-compliant,3.1 W or greater,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,ESC700 G4 Series,ESC700 G4,"ESC700 G4 Series,E700 G4,; ESC700 G4 Series,E700GX G4 SE,; ESC700 G4 Series,E700X G4,; ESC700 G4 Series,ESC700X G4 SE,; ESC700 G4 Series,ESC700X G4,; ESC700 G4 Series,WS880T,; ESC700 G4 Series,WS880TX SE,; ESC700 G4 Series,WS880TX,",43211515,LF,Shipped Disabled,
115,92,Non-compliant,3.1 W or greater,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,Pro E800 G4 Series,Pro E800 G4,,43211515,LF,Shipped Enabled Under All Conditions,
116,112,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z6 G4 Workstation ENERGY STAR,Z6 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL disabled standby power: 3.8
117,113,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z8 G4 Workstation ENERGY STAR,Z8 G4,,43211515,LF,Shipped Enabled Under All Conditions,WOL disabled standby power: 5.7
118,116,Non-compliant,3.1 W or greater,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E900 G4 Series,E900 G4,,43211515,LF,Shipped Enabled Under All Conditions,
119,0,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA U 2002 SB,XPA U 2002 SB,,52161547,KJ,,
120,1,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,XPA U 3502,XPA U 3502,,52161547,KJ,,
121,2,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 82-90,SB 33 A 82-90,,52161547,KJ,,
122,3,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - Extron,SB 33 A 90-100,SB 33 A 90-100,,52161547,KJ,,
123,4,Compliant,0 to 1 W,Audio Video Equipment - Audio Amplifier - Full Spectrum,Extron Electronics - EXTRON ELECTRONICS,XPA U 358,XPA U 358,,52161547,KJ,,
