,Mandatory FEMP Standby Power Requirement,Declared Standby Power,Product Category,Company Name - Brand Name,Model Name,Model Number,Additional Model Information,UNSPSC Code,ENAC Code,Wake on LAN (WOL) Status as Shipped (Workstations Only),Notes
0,Compliant,0 to 1 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",27CQ6**W,27CQ6**W-**,",,*= 0-9, A-Z or blank",43211506,-,,
1,Compliant,0 to 1 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",24CQ6**W,24CQ6**W-**,",,* is may be any alphanumeric or blank according to the color of enclosure or enclosed speakers",43211506,-,,
2,Compliant,0 to 1 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",24CK5**W,24CK5**W-3,",,""*""= 0‐9, A‐Z or blank; 24CK5**N,24CK5**N-3,",43211506,-,,
3,Compliant,0 to 1 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",34CN650W,34CN650W-**,",,""*""= 0-9, A-Z or blank",43211506,-,,
4,Compliant,0 to 1 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",27CN650W,27CN650W-**,",,""*""= 0-9, A-Z or blank",43211506,-,,
5,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P123F,Dell Precision 5680,,43211515,-,,
6,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P154G,Precision 5480,,43211515,-,,
7,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P114F,Precision 7680,,43211515,-,,
8,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P115F,Precision 7780,,43211515,-,,
9,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P114F,Precision 7670,,43211515,-,,
10,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P115F,Precision 7770,,43211515,-,,
11,Compliant,0 to 1 W,Computer - Mobile Workstation,HP Inc. - HP,HP ZBook Fury 15.6 Inch G8 ENERGY STAR,HP ZBook Fury 15.6 Inch G8 Mobile Workstation PC,,43211515,-,,
12,Compliant,0 to 1 W,Computer - Mobile Workstation,HP Inc. - HP,HP ZBook Fury 17.3 Inch G8 ENERGY STAR,HP ZBook Fury 17.3 Inch G8 Mobile Workstation PC,,43211515,-,,
13,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P44E,Precision 7750,,43211515,-,,
14,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P93F,Precision 7550,,43211515,-,,
15,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P56F,Precision 5530,",Dell Precision 5530,",43211515,-,,
16,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P74F,Precision 7540,,43211515,-,,
17,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P34E,Precision 7740,,43211515,-,,
18,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P44E,Precision 7760,,43211515,-,,
19,Compliant,0 to 1 W,Computer - Mobile Workstation,Dell Inc. - DELL,P93F,Precision 7560,,43211515,-,,
20,Compliant,0 to 1 W,Computer - Mobile Workstation,HP Inc. - HP,HP ZBook Fury 15 G7 ENERGY STAR,HP ZBook Fury 15 G7 Mobile Workstation,,43211515,-,,
21,Compliant,0 to 1 W,Computer - Mobile Workstation,HP Inc. - HP,HP ZBook Fury 17 G7 ENERGY STAR,HP ZBook Fury 17 G7 Mobile Workstation,,43211515,-,,
22,Compliant,0 to 1 W,Computer - Portable All-In-One Computer,DT Research Inc. - DT Research,582T,582T,,43211500,-,,
23,Compliant,0 to 1 W,Computer - Two-In-One Notebook,ASUSTeK Computer Inc. - ASUS,T3304G Series,T3304G,,43211503,-,,
24,Compliant,0 to 1 W,Computer - Two-In-One Notebook,ASUSTeK Computer Inc. - ASUS,GZ301V Series,GZ301V,,43211503,-,,
25,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,FZ-G2M******,FZ-G2M******,",FZ-G2G******,",43211503,-,,
26,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-335******,CF-335******,",CF-336******,; ,CF-337******,; ,CF-33U******,",43211503,-,,
27,Compliant,0 to 1 W,Computer - Two-In-One Notebook,ASUSTeK Computer Inc. - ASUS,UX9702A series,UX9702A,"UX9702A series,BX9702A,; UX9702A series,RX9702A,",43211503,-,,
28,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,FZ-G2C******,FZ-G2C******,",FZ-G2D******,",43211503,-,,
29,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-33A******,CF-33A******,",CF-33B******,; ,CF-33C******,; ,CF-33U******,",43211503,-,,
30,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-20A******,CF-20A******,",CF-20B******,; ,CF-20C******,; ,CF-20D******,; ,CF-20E******,; ,CF-20F******,; ,CF-20G******,; ,CF-20H******,; ,CF-20HX515VM,",43211503,-,,
31,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Microsoft Corporation - Microsoft,"Surface Book 3 13""quot",1900,,43211503,-,,
32,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Microsoft Corporation - Microsoft,"Surface Book 3 15""quot",1899,,43211503,-,,
33,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Panasonic - Panasonic,CF-33G******,CF-33G******,",CF-331******,; ,CF-33J******,; ,CF-33K******,; ,CF-ALEPEMA9,; ,CF-ALEPEMAR,",43211503,-,,
34,Compliant,0 to 1 W,Computer - Two-In-One Notebook,Lenovo Group Limited - Lenovo,Yoga Duet 7 13ITL6,Yoga Duet 7 13ITL6,"Yoga Duet 7 13ITL6-LTE,Yoga Duet 7 13ITL6-LTE,",43211503,-,,
35,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P368,ThinkStation P368,,43211515,LF,Shipped Enabled Under All Conditions,
36,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D03T,Precision 5860 Tower,"D03T,Precision 5860 Tower TCO Certified,",43211515,LF,Shipped Disabled,
37,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D05X,Precision 7960 Tower,"D05X,Precision 7960 Tower TCO Certified,",43211515,LF,Shipped Disabled,
38,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D03T,Precision 7865 Tower,"D03T,Precision 7865 Tower TCO Certified,",43211515,LF,Shipped Disabled,
39,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P358 Tower,30GL,"ThinkStation P358 Tower,30GK,; ThinkStation P358 Tower,30GM,; ThinkStation P358 Tower,30GN,",43211515,LF,Shipped Enabled Under All Conditions,
40,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Mini G9 Workstation Desktop PC,FCW-I001DM-280,,43211515,LF,Shipped Enabled Under All Conditions,
41,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G9 Workstation Desktop PC ENERGY STAR,Z2 Tower G9 Workstation Desktop PC,,43211515,LF,Shipped Enabled Under All Conditions,
42,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G9 Workstation Desktop PC ENERGY STAR,Z2  SFF G9 Workstation Desktop PC,,43211515,LF,Shipped Enabled Under All Conditions,
43,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P360 Tiny,30FA,"ThinkStation P360 Tiny,30F8,; ThinkStation P360 Tiny,30F9,; ThinkStation P360 Tiny,30FB,; ThinkStation P360 Tiny,30FC,; ThinkStation P360 Tiny,30FD,; ThinkStation P360 Tiny,30FE,; ThinkStation P360 Tiny,30FF,; ThinkStation P360 Tiny,30FG,; ThinkStation P360 Tiny,30FH,; ThinkStation P360 Tiny,30FJ,; ThinkStation P360 Tiny,30FK,",43211515,LF,Shipped Enabled Under All Conditions,
44,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P360 Tower,30FM,"ThinkStation P360 Tower,30FN,; ThinkStation P360 Tower,30FQ,; ThinkStation P360 Tower,30FR,; ThinkStation P360 Tower,30FS,; ThinkStation P360 Tower,30FT,; ThinkStation P360 Tower,30FU,; ThinkStation P360 Tower,30FV,; ThinkStation P360 Tower,30FW,; ThinkStation P360 Tower,30FX,",43211515,LF,Shipped Enabled Under All Conditions,
45,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D16U,Precision 3260 Compact,,43211515,LF,Shipped Enabled Under All Conditions,
46,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 G8 Tower Workstation Desktop PC ENERGY STAR,Z2 G8 Tower,,43211515,LF,Shipped Enabled Under All Conditions,
47,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 G8 SFF Workstation Desktop PC ENERGY STAR,Z2 G8 SFF,,43211515,LF,Shipped Enabled Under All Conditions,
48,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D17S,Precision 3460 SFF,"D17S,Precision 3460 SFF TCO Certified,",43211515,LF,Shipped Enabled Under All Conditions,
49,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D30M,Precision 3660 Tower,"D30M,Precision 3660 Tower TCO Certified,",43211515,LF,Shipped Disabled,
50,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P348,30EQ,"ThinkStation P348,30ER,; ThinkStation P348,30ES,; ThinkStation P348,30ET,",43211515,LF,Shipped Enabled Under All Conditions,
51,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 5820 Tower,"D02T,Precision 5820 Tower TCO certified,",43211515,LF,Shipped Disabled,
52,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D02T,Precision 7820 Tower,"D02T,Precision 7820 Tower TCO certified,",43211515,LF,Shipped Disabled,
53,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D04X,Precision 7920 Tower,"D04X,Precision 7920 Tower TCO certified,",43211515,LF,Shipped Disabled,
54,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340,30DH,"ThinkStation P340,30DJ,; ThinkStation P340,30DM,",43211515,LF,Shipped Enabled Under All Conditions,
55,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340,30DK,"ThinkStation P340,30DL,; ThinkStation P340,30DN,",43211515,LF,Shipped Enabled Under All Conditions,
56,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A1991 / A2304,",A1991, A2304, Z0W3, Z0YZ,",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
57,Compliant,0 to 1 W,Computer - Workstation,Apple Inc. - Apple,Mac Pro,A1991 / A2304,",A1991, A2304, MTEK2, MX7M2,",43211515,LF,Shipped Enabled When Operating on Ac Power Only,
58,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P340 Tiny,30DE,"ThinkStation P340 Tiny,30DF,; ThinkStation P340 Tiny,30DG,; ThinkStation P340 Tiny,30DR,; ThinkStation P340 Tiny,30DS,; ThinkStation P340 Tiny,30DT,; ThinkStation P340 Tiny,30DU,; ThinkStation P340 Tiny,30DV,; ThinkStation P340 Tiny,30DW,; ThinkStation P340 Tiny,30DX,",43211515,LF,Shipped Enabled Under All Conditions,
59,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30C5,",30C6, 30C9, 30CY, 30D0, 30D3,",43211515,LF,Shipped Enabled Under All Conditions,
60,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G4 Workstation ENERGY STAR,Z2 SFF G4,,43211515,LF,Shipped Enabled Under All Conditions,
61,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G4 Workstation ENERGY STAR,Z2 Tower G4,,43211515,LF,Shipped Enabled Under All Conditions,
62,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P350 Tiny,30EF,"ThinkStation P350 Tiny,30EG,; ThinkStation P350 Tiny,30EH,; ThinkStation P350 Tiny,30EJ,; ThinkStation P350 Tiny,30EK,; ThinkStation P350 Tiny,30EL,",43211515,LF,Shipped Enabled Under All Conditions,
63,Compliant,0 to 1 W,Computer - Workstation,Dell Inc. - DELL,D15S,Precision 3440 SFF,,43211515,LF,Shipped Disabled,
64,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520,30BE00B7US,"ThinkStation P520,30BE00B8US,",43211515,LF,Shipped Enabled Under All Conditions,
65,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P520c,30BX0095US,"ThinkStation P520c,30BX0096US,",43211515,LF,Shipped Enabled Under All Conditions,
66,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330 Tiny,30CE,",30CF, 30CG,",43211515,LF,Shipped Enabled Under All Conditions,
67,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z4 G4 Workstation ENERGY STAR,Z4 G4,,43211515,LF,Shipped Enabled Under All Conditions,
68,Compliant,0 to 1 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,Pro E500 G6 Series,Pro E500 G6,"Pro E500 G6 Series,WS720T,",43211515,LF,Shipped Enabled Under All Conditions,
69,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D10011US,",30D10012US, 30D10013US, 30D10014US, 30D10015US, 30D2S02X00, 30D2S01R00, 30D2S04U00, 30D2S0WU00, 30D2S0RD00, 30D2S1MY00, 30D10010AR, 30D10010CL, 30D10018AR, 30D10018CL, 30D1000PAR, 30D1000PLL, 30D1000PCL,",43211515,LF,Shipped Enabled Under All Conditions,
70,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D1000AUS,",30D1000BUS, 30D1000CUS, 30D1000DUS, 30D1000EUS, 30D1000FUS, 30D1000HUS, 30D1000JUS, 30D1000KUS, 30D1000LUS, 30D1000PUS, 30D1000QUS, 30D1000UUS, 30D1000VUS, 30D1000XUS, 30D10010US,",43211515,LF,Shipped Enabled Under All Conditions,
71,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D10029GE,",30D1002BGE, 30D1002NGE, 30D1001XGE, 30D10028GE, 30D10020GE, 30D10025GE, 30D1001VGE, 30D2000BJP, 30D2000CJP, 30D2S0WU00, 30D2S01R00, 30D10010LL, 30D10018LM, 30D10008US, 30D10009US,",43211515,LF,Shipped Enabled Under All Conditions,
72,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P330,30D1000GUS,",30D10018US, 30D10016US, 30D10017US, 30D1000RUS, 30D1000SUS, 30D1000WUS, 30D1000TUS, 30D1000YUS, 30D1001QGE, 30D1001RGE, 30D1001SGE, 30D1001TGE, 30D1001UGE, 30D10024GE, 30D10026GE,",43211515,LF,Shipped Enabled Under All Conditions,
73,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 SFF G5 Workstation ENERGY STAR,Z2 SFF G5,,43211515,LF,Shipped Enabled Under All Conditions,
74,Compliant,0 to 1 W,Computer - Workstation,HP Inc. - HP,HP Z2 Tower G5 Workstation ENERGY STAR,Z2 Tower G5,,43211515,LF,Shipped Enabled Under All Conditions,
75,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P350,3000000,"ThinkStation P350,30E6,",43211515,LF,Shipped Enabled Under All Conditions,
76,Compliant,0 to 1 W,Computer - Workstation,Lenovo Group Limited - Lenovo,ThinkStation P350,30000,"ThinkStation P350,30E4,",43211515,LF,Shipped Enabled Under All Conditions,
77,Non-compliant,1.1 to 2 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",27CQ6**I,27CQ6**I-**,",,*= 0-9, A-Z or blank",43211506,-,,
78,Non-compliant,1.1 to 2 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",24CQ6**I,24CQ6**I-**,",,*= 0-9, A-Z or blank",43211506,-,,
79,Non-compliant,1.1 to 2 W,Computer - Integrated Thin Client,"LG Electronics, Inc. - LG",24CN650W,24CN650W-**,",,""*""= 0-9, A-Z or blank",43211506,-,,
80,Non-compliant,1.1 to 2 W,Computer - Portable All-In-One Computer,DT Research Inc. - DT Research,504T,504T,,43211500,-,,
81,Non-compliant,1.1 to 2 W,Computer - Workstation,ASUSTeK Computer Inc. - ASUS,E500 G9 Series,E500 G9,,43211515,LF,Shipped Enabled Under All Conditions,
